argument_id;chunk;topic;topic_prob;embedding;polarity_score
21;The material is real then hope they do n't fall apart .;11;0.0;[7.14393424987793, -0.5024219751358032, -0.9338842630386353, 5.496094703674316, 5.334233283996582];0.2
21;to expensive for what you get .;-1;0.0;[6.118643283843994, -0.4991399049758911, -1.0325361490249634, 5.621484279632568, 5.081222057342529];-0.5
22;Nice;14;0.8465848008212545;[5.5678839683532715, 0.34848538041114807, 1.1687475442886353, 5.962192058563232, 6.448372840881348];0.6
23;Gracias;-1;0.0;[7.043486595153809, -0.3807414472103119, 0.8147678971290588, 5.757313251495361, 6.568945407867432];0.0
24;Love these shoes ! !;25;1.0;[7.687797546386719, -0.5757116675376892, -2.922269821166992, 4.0435471534729, 6.527853012084961];0.78125
24;They are true to size and very comfortable ! !;27;0.0;[6.415323734283447, -2.2409231662750244, 0.33536624908447266, 4.9908013343811035, 4.9933695793151855];0.58125
24;This is my second pair - I wore out the first pair ! !;16;0.8703453920977539;[6.8326592445373535, -0.6311525702476501, -2.4425313472747803, 5.679763317108154, 5.3111162185668945];0.1953125
24;Good arch support - I have a high arch ! !;20;1.0;[7.750072956085205, 0.4755776524543762, -0.4165158271789551, 5.930620193481445, 4.0101213455200195];0.475
25;None;-1;0.0;[6.976499557495117, -0.408052921295166, -0.14654067158699036, 6.153291702270508, 4.655176162719727];0.0
26;comfortable;18;0.5401657301080389;[9.806351661682129, -0.5997182726860046, 1.3451364040374756, 7.94998025894165, 4.9500250816345215];0.4
26;Great arch support and .;20;1.0;[7.71688175201416, 0.45173928141593933, -0.42583146691322327, 5.9225053787231445, 4.037703037261963];0.8
27;It looks a bit nicer on the picture .;10;0.6091737958514344;[7.057427406311035, -0.7736440896987915, 0.030581023544073105, 5.359477519989014, 5.706815242767334];0.0
27;Its very light in such a way that when I held the box I wondered if there was just paper filling inside .;8;0.47398464584685945;[7.972188949584961, 0.6305333971977234, 0.39919576048851013, 5.774877071380615, 5.574251174926758];0.26
27;They are comfortable for the most .;3;0.6577822721213721;[8.7896089553833, -0.19570845365524292, -0.5274414420127869, 6.402253150939941, 5.222843170166016];0.45
27;Good looking training shoes overall .;9;1.0;[8.456690788269043, -1.3787517547607422, -2.9737234115600586, 4.865237712860107, 4.695488452911377];0.35
28;second pair .;16;0.9746733217320411;[6.754975318908691, -0.609120786190033, -2.43635892868042, 5.617400646209717, 5.385984897613525];0.0
28;great;14;1.0;[5.461587429046631, 0.24787400662899017, 1.2074495553970337, 5.921189785003662, 6.355422496795654];0.8
28;Comfortable and for people with bunion issues or previous surgeries .  ;3;0.5702749775630428;[8.777153015136719, -0.0024770433083176613, -0.41981199383735657, 6.300206184387207, 5.073439598083496];0.11666666666666668
28;Sole wears great;16;0.0;[8.326630592346191, -2.141085386276245, -1.7181224822998047, 5.087520599365234, 4.8840203285217285];0.4
29;My daughter loves these shoes .;13;0.6418305205267115;[5.971550941467285, -0.17939086258411407, -3.184737205505371, 4.986253261566162, 6.044740200042725];0.0
29;Fit true to size .;27;1.0;[6.103783130645752, -2.3104779720306396, 0.6660249829292297, 5.09604024887085, 4.955246448516846];0.375
30;Purchased for my daughter for gym class .  ;13;0.0;[7.942770957946777, -0.2569054961204529, -2.577270269393921, 5.672055721282959, 4.069799423217773];0.0
30;She loves them .  ;13;0.9111173590551362;[5.339658260345459, 0.08344612270593643, -3.6638803482055664, 5.014023780822754, 6.1091628074646];0.0
30;very comfortable;7;1.0;[9.288378715515137, -0.018374072387814522, 0.5204418897628784, 7.2043352127075195, 4.973580837249756];0.52
30;Very cute and .;22;0.0;[6.746826648712158, 0.18006151914596558, 0.5987931489944458, 5.561595916748047, 6.335457801818848];0.65
31;zero support inside the shoe;8;0.0;[7.732820510864258, -1.9026985168457031, -1.530855417251587, 5.03355073928833, 4.637954235076904];0.0
31;Great look but .;23;0.0;[6.865480899810791, -0.8663685917854309, 0.39203396439552307, 5.274003982543945, 5.753355979919434];0.8
31;Had to buy expensive inserts to be wearable .;17;0.0;[7.502452850341797, -0.4429061710834503, -1.9530600309371948, 5.9553303718566895, 4.276237487792969];-0.5
31;Expected more from a nike shoe .;1;0.0;[7.359666347503662, -1.8116657733917236, -2.136734962463379, 4.779483795166016, 5.029577255249023];0.2
32;Straight out of the box , these shoes are great !;23;1.0;[7.514749050140381, -0.9757649898529053, -2.7067840099334717, 4.448672771453857, 6.036387920379639];0.6
32;fits comfortably on my feet like a glove;1;0.0;[6.738564968109131, -2.1426661014556885, 0.26612454652786255, 4.691351890563965, 5.465859889984131];0.4
32;Very lightweight and !;8;1.0;[8.176993370056152, 1.0253633260726929, 0.5809363722801208, 5.789723873138428, 5.461056709289551];0.25
32;I hated those things;0;0.6539751408223217;[5.126857757568359, 0.9822738766670227, -0.6967542171478271, 4.788016319274902, 6.450199127197266];-0.9
32;I love most especially that the sole is not bulky like my previous running shoes  ;7;0.0;[8.129595756530762, -1.946546196937561, -1.9717620611190796, 5.220093727111816, 4.365105152130127];0.16666666666666669
32;lol !;14;0.40271448008256056;[5.636552333831787, 0.4229696989059448, 0.7474364638328552, 6.030475616455078, 6.333183765411377];1.0
32;they are great for the price !;0;0.47516129088116255;[5.280300617218018, 0.888566792011261, -0.7666822671890259, 5.286453723907471, 5.91730260848999];1.0
32;I would give them a shot and;24;1.0;[5.016464710235596, 0.3029482960700989, -0.6301457285881042, 5.912686347961426, 5.474829196929932];0.0
33;Great shoes .;22;1.0;[7.899710178375244, -1.394996166229248, -2.587547779083252, 4.046262264251709, 6.267540454864502];0.8
33;Fit perfectly .;1;0.9337655748293717;[6.2142839431762695, -1.6169211864471436, 0.8377240896224976, 4.796873092651367, 5.8691487312316895];0.7
33;Comfortable right from the start .;18;0.5444820502638689;[9.675681114196777, -0.47922950983047485, 1.283422827720642, 7.813075542449951, 4.904304504394531];0.34285714285714286
33;perfect for a 12 hour work shift;6;0.9951688990991234;[9.12811279296875, -0.5141506791114807, -2.1347200870513916, 5.855478763580322, 3.513310194015503];1.0
33;Light weight and .;8;0.8688059106062014;[8.2863130569458, 0.9278729557991028, 0.45081329345703125, 5.8203301429748535, 5.360637664794922];0.4
33;Good price also .;5;0.7662833665217422;[5.732029914855957, -0.28290560841560364, -0.18149536848068237, 5.629765033721924, 5.353659152984619];0.7
34;I love them !;0;1.0;[4.762810230255127, 1.3996493816375732, -0.8750298619270325, 4.7199530601501465, 6.680184364318848];0.625
34;are very comfortable;3;0.742743137734714;[8.776383399963379, -0.2691347897052765, -0.4513080418109894, 6.379177570343018, 5.421220779418945];0.52
34;They fit perfect and ! !;1;1.0;[6.504753112792969, -2.0585131645202637, 0.6121600866317749, 4.821893692016602, 5.46727180480957];0.7
35;Love these lightweight shoes !;25;0.5607981118860691;[7.71924352645874, -0.5147252082824707, -2.9558463096618652, 3.9761996269226074, 6.594751358032227];0.625
35;Absolute favorite .;0;0.35711235256733354;[5.298023700714111, 0.6898391246795654, -0.2409268468618393, 5.250281810760498, 6.267605781555176];0.35
35;Always order half a size bigger with nike shoes than with every other shoe in my closet .;2;0.5383578247399708;[6.097171306610107, -2.632777214050293, -0.8448003530502319, 5.373647212982178, 3.9423794746398926];-0.09722222222222221
36;My knees were bothering me during HIIT workouts so i   purchased these shoes after researching many styles .  ;9;1.0;[8.31440544128418, -1.3538157939910889, -2.8493165969848633, 5.052477836608887, 4.711453914642334];0.5
36;are lightweight;8;0.9338197296415853;[8.202254295349121, 1.1663422584533691, 0.6185365915298462, 5.818152904510498, 5.457554340362549];0.0
36;Fit true to size and .  ;27;1.0;[6.096480369567871, -2.2910964488983154, 0.6448010802268982, 5.106360912322998, 4.945073127746582];0.375
36;My knees feel better so so hard so good .  ;12;0.0;[8.296476364135742, -1.9725452661514282, -2.134080648422241, 6.263427734375, 4.0318427085876465];0.30277777777777776
36;They are cute in too ! !;0;0.7676412224873618;[5.0292863845825195, 1.3478105068206787, -0.5879059433937073, 4.955164432525635, 6.622153282165527];0.78125
37;Love the color !;10;1.0;[7.316218376159668, -0.4518868327140808, 0.03748630732297897, 5.300184726715088, 6.381740093231201];0.625
38;Comfortable athletic shoe ,   good for the gym ( ellipical , tredmill , etc . );22;0.0;[8.641522407531738, -1.540334701538086, -2.2547945976257324, 4.577017307281494, 4.469376564025879];0.55
38;shoe is really lightweight and comfy .;11;0.9685448950895766;[8.50466537475586, -1.838193655014038, -2.054359197616577, 4.579576015472412, 4.66965389251709];0.2
38;Fit is good , and;1;1.0;[6.6034135818481445, -1.4396291971206665, 0.9853056073188782, 5.1682891845703125, 5.778460502624512];0.55
39;came within the time frame i was given;5;0.6664442359021084;[5.451052188873291, -0.7075170874595642, 0.3672042787075043, 5.921591758728027, 5.225174427032471];0.0
39;The shoes fit perfectly and .  ;1;0.0;[6.566123962402344, -2.1567819118499756, 0.030807534232735634, 4.7287797927856445, 5.219978332519531];0.7
39;Very comfortable , which is needed since my job requires a lot if standing abd walking throughout the day .;7;1.0;[9.34457778930664, 0.059527602046728134, 0.5364863872528076, 7.196566581726074, 4.987304210662842];0.52
40;They looked very cheap;12;0.0;[6.886943340301514, -0.5587065815925598, -1.1262917518615723, 5.581214904785156, 4.900308609008789];0.52
41;The fit is as expected;1;1.0;[6.292797565460205, -1.6139309406280518, 0.7563344836235046, 5.049704551696777, 5.52843713760376];0.15000000000000002
42;Very comfortable shoes .;18;0.0;[8.644294738769531, -2.145441770553589, -2.128828763961792, 4.577917575836182, 5.237377166748047];0.52
42;This is my second pair of this style of shoe because I loved them that much .;16;1.0;[6.8741631507873535, -0.7432202100753784, -2.4986801147460938, 5.293447494506836, 5.5911784172058105];0.3
43;consistent each time I order and good looking;22;0.0;[5.747947692871094, -1.2431825399398804, 0.39788007736206055, 5.657909870147705, 5.072255611419678];0.475
43;Comfortable ,;18;1.0;[9.730812072753906, -0.5177248120307922, 1.3762803077697754, 7.865546226501465, 4.908862113952637];0.4
44;it fit as expected the photos and description are accurate if you 're looking for a shoe that has more cushion or support;27;0.0;[6.11831521987915, -2.444793224334717, -0.4380446970462799, 5.305613040924072, 4.4546966552734375];0.30000000000000004
44;try a different style but;10;0.7088935803234258;[6.920045375823975, -0.6951256394386292, -0.40209344029426575, 5.3497467041015625, 5.64872407913208];0.0
44;as far as wanting a lightweight and breathable shoe this is it .;11;0.9894121212089859;[8.554993629455566, -1.8325366973876953, -2.0794577598571777, 4.540374755859375, 4.677737712860107];0.1
44;I love the shoe and;22;0.0;[7.176098823547363, -0.937737762928009, -2.7509896755218506, 4.699624538421631, 6.24399471282959];0.5
44;I am very satisfied with this purchase;5;1.0;[5.318957328796387, -0.30515098571777344, 0.07908745110034943, 5.982944965362549, 5.257127285003662];0.65
45;These are so cute and comfortable and very light .;3;0.5679934258642271;[8.734865188598633, 0.05717061087489128, -0.38742929697036743, 6.180201053619385, 5.14106559753418];0.47333333333333333
45;the fit is perfect .;1;1.0;[6.660563945770264, -1.4874722957611084, 0.949904203414917, 5.023989200592041, 5.903797149658203];0.7
45;I just received them today and;23;0.0;[7.03555154800415, -0.8271306753158569, -2.356720447540283, 6.161515235900879, 4.7187819480896];0.0
45;they are true to size !;27;1.0;[6.272007465362549, -2.285588264465332, 0.46375125646591187, 5.009790420532227, 4.977570533752441];0.4375
45;I normally wear an 8 1/2 and;2;0.6914862578816822;[5.544647216796875, -2.909777879714966, -0.6463679671287537, 5.44261360168457, 3.7324256896972656];0.15
46;I always order a 1/2 size up in workout shoes .;2;0.4948065392870838;[6.141448974609375, -2.6756515502929688, -0.8564234972000122, 5.420626163482666, 3.886671781539917];0.0
47;I wore these shoe one time , from the airport in Omaha , NE to the airport in Phoenix , AZ .;22;0.0;[7.245595932006836, -0.9577523469924927, -2.7551920413970947, 4.813888072967529, 5.936539173126221];0.0
47;wo n't stop;6;0.0;[8.1803560256958, -1.5499792098999023, -1.8946433067321777, 6.372142314910889, 4.270998001098633];0.0
47;When I arrived in Phoenix , the left shoe / sole started squeaking and .;19;0.0;[7.635203838348389, -1.867655634880066, -1.5844650268554688, 5.730484485626221, 4.667855739593506];0.0
47;I want to return for a refund .;26;1.0;[5.17477560043335, -1.3911974430084229, -0.36787572503089905, 5.887704849243164, 4.613036155700684];0.0
47;Need instructions for returning as no paperwork was in my package when it arrived .;26;1.0;[5.182789325714111, -1.4276286363601685, -0.38595831394195557, 5.880951404571533, 4.5931396484375];0.0
48;are super uncomfortable and the soles squeak;7;0.0;[8.104911804199219, -1.9370359182357788, -1.66921067237854, 5.56191349029541, 4.625034809112549];-0.08333333333333334
48;They run big and .;2;0.0;[6.420846462249756, -2.269713878631592, -0.20364437997341156, 5.05783748626709, 4.03892183303833];0.0
48;They do n't breathe at all .;-1;0.0;[8.426044464111328, -0.1416400969028473, -0.007275376934558153, 6.365102291107178, 5.051535129547119];0.0
49;Exactly what I expected !;27;0.0;[6.040778160095215, -0.986131489276886, 0.4640766680240631, 4.958680152893066, 5.905725955963135];0.0625
49;chic;10;0.5916211823049827;[7.011785984039307, -0.07282127439975739, 0.6121487617492676, 5.610716342926025, 6.130144119262695];0.0
49;Comfortable and;7;0.5500973772596076;[9.078922271728516, 0.07902882993221283, 0.8303787708282471, 6.951651096343994, 5.328455924987793];0.4
50;They were a gift   to my daughter she loved them;13;1.0;[5.637171268463135, -0.008644425310194492, -3.355438232421875, 5.048371315002441, 6.044466972351074];0.7
51;Love these comfy shoes .;23;1.0;[7.609915733337402, -1.1510776281356812, -2.830631971359253, 4.453097820281982, 6.074838161468506];0.5
51;they fit like a glove .;1;1.0;[6.345681667327881, -2.084987163543701, 0.4919394254684448, 4.549768924713135, 5.561363220214844];0.4
52;Very confortable .;-1;0.0;[9.102960586547852, -0.37743833661079407, 0.8431475162506104, 7.177942752838135, 5.053346157073975];0.2
53;i love these shoes .;25;0.0;[6.9061503410339355, -0.7028777003288269, -2.910456657409668, 4.860588073730469, 6.140995025634766];0.5
54;Lightweight , decent arch support and comfortably to wear all day doing regular activity and sprinting .;3;0.29429472104205445;[8.708840370178223, 0.016734115779399872, -0.7403534054756165, 6.011275291442871, 4.676562309265137];0.18888888888888888
55;daughter loves them;13;1.0;[5.569090843200684, 0.04924183711409569, -3.399569272994995, 5.032999038696289, 6.10795783996582];0.0
56;they are perfect .;0;0.3725295806467003;[5.6397809982299805, 0.27351754903793335, -0.2326744943857193, 4.821218967437744, 6.427110195159912];1.0
56;I ordered a 1/2 size smaller than my usual size , and;2;0.582377213294607;[5.6231865882873535, -2.316286325454712, -0.2282256931066513, 5.531922817230225, 4.185795783996582];-0.125
56;These shoes are hard to find .;12;0.0;[7.539721488952637, -1.3034464120864868, -2.276310920715332, 4.511449813842773, 5.501853942871094];-0.2916666666666667
56;Great customer service as well .;5;1.0;[5.5568766593933105, -0.23616522550582886, -0.07604324072599411, 5.848440647125244, 5.245946884155273];0.8
57;"Very good overall . 
";5;0.6917182034015613;[5.813539981842041, -0.2544686496257782, 0.16943444311618805, 5.806352138519287, 5.466823101043701];0.45499999999999996
57;"the only reason I tried these instead of the latest number 4 of those is because the tread looked too slippery to me . 
";12;0.0;[8.407514572143555, -1.9224876165390015, -1.7962292432785034, 5.345141887664795, 4.4048686027526855];0.25
57;Now I ve been a huge Sketchers Go Walk fan for some time and;22;0.0;[8.496620178222656, -0.7563973665237427, -2.2432291507720947, 5.321412086486816, 4.9169020652771];0.4000000000000001
57;the grip of the soles has been very solid so far .;5;0.0;[8.350558280944824, -2.0285842418670654, -1.6334137916564941, 5.256892204284668, 4.644427299499512];0.05
57;These shoes are very sturdy and;11;1.0;[8.533218383789062, -1.950348138809204, -2.197082996368408, 4.731838226318359, 5.096731662750244];0.2
57;"I use them for basic workout cardio and cross training , as well as work as a massage therapist ( I go through shoes fast enough that I ve recently consolidated ) . 
";9;0.729953860982442;[8.443988800048828, -1.0829570293426514, -2.66650390625, 5.19943904876709, 4.087875843048096];0.04
57;"If you 're a Go Walk fan , these do not offer the same level of cushion - comfort as those , HOWEVER , they offer the kind of long - term comfort to make them a durable option . 
";18;0.0;[8.622496604919434, -0.7557664513587952, -2.072350025177002, 5.44883394241333, 4.713830947875977];0.18333333333333332
57;The material of the shoes seem very durable and the breathable .;11;0.9572020893836004;[8.466941833496094, -1.8252795934677124, -2.1085562705993652, 4.915824890136719, 4.980995178222656];0.2
57;"My feet do not feel hot in them . 
";4;1.0;[8.070387840270996, -2.146610736846924, -2.026747465133667, 6.096577167510986, 3.9808096885681152];0.25
57;"Now these shoes are ideal for a basic workout or cross training , I would not get them to do 25,000 steps in Walt Disney World . 
";9;0.8219277198834817;[8.503616333007812, -1.106529951095581, -2.7387566566467285, 5.151693344116211, 4.143253803253174];0.3
57;Solid choice , overall .;5;0.8360802255490789;[5.486136436462402, -0.20891903340816498, -0.05434831604361534, 5.702755928039551, 5.468213081359863];0.0
58;Wife loves them !;13;1.0;[5.621929168701172, -0.008724238723516464, -3.3880043029785156, 5.037452220916748, 6.068382263183594];0.0
59;fit as expected;1;0.9706965349419735;[6.219285488128662, -1.800111174583435, 0.8181033730506897, 5.020094871520996, 5.44775915145874];0.15000000000000002
59;These shoes are extremely comfortable , and .  ;11;1.0;[8.482487678527832, -2.0004680156707764, -2.210101366043091, 4.829839706420898, 5.085696220397949];0.4
59;Will purchase again .;5;0.8878672752352641;[5.301910877227783, -0.5060439109802246, -0.1569698452949524, 5.952588081359863, 5.1132965087890625];0.0
60;Artculo equivocado en color;10;0.0;[7.104537487030029, -0.37783268094062805, 0.7470206022262573, 5.754192352294922, 6.571423053741455];0.0
